task_id,route,compiler_lane,is_cropish,bucket,priority,strict_cost,gain_to_600,gain_to_250,example_count,input_shape_count,output_shape_count,max_output_area,min_output_area,median_output_area,max_input_area,grid_size_changed_examples,output_shape_hist
186,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P0_600_plausible,79.0,364,0.0,0.375693,267,1,1,9,9,9,9,0,3x3:267
373,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P0_600_plausible,76.0,524,0.0,0.740031,75,1,1,12,12,12,12,0,2x6:75
21,crop_or_resize,CROP_SHAPE_COMPILER,True,P4_not_600_by_area_floor,72.470143,51223,4.447014,5.322483,266,255,36,49,4,18,4340,266,2x2:10;2x3:7;3x2:9;2x4:6;4x2:12;3x3:6;2x5:7;5x2:5;2x6:13;3x4:5;4x3:5;6x2:3;2x7:10;7x2:12;3x5:7;5x3:3;4x4:8;3x6:7;6x3:13;4x5:7;5x4:8;3x7:9;7x3:7;4x6:6;6x4:7;5x5:8;4x7:8;7x4:7;5x6:6;6x5:7;5x7:6;7x5:2;6x6:7;6x7:5;7x6:9;7x7:9
54,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,53.251076,150548,5.525108,6.400576,266,1,1,900,900,900,900,0,30x30:266
71,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,51.766663,129780,5.376666,6.252135,265,1,1,256,256,256,256,0,16x16:265
5,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,50.749208,117225,5.274921,6.15039,266,1,1,441,441,441,441,0,21x21:266
110,same_shape_global_transform,REGION_FILL_COMPILER,False,P4_not_600_by_area_floor,50.040158,109201,5.204016,6.079485,266,1,1,841,841,841,841,0,29x29:266
34,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,49.772414,106316,5.177241,6.05271,267,1,1,81,81,81,81,0,9x9:267
128,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,48.651445,95042,5.065145,5.940613,266,1,1,225,225,225,225,0,15x15:266
208,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,48.355772,92273,5.035577,5.911046,266,1,1,441,441,441,441,0,21x21:266
20,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,48.12112,90133,5.012112,5.887581,266,1,1,100,100,100,100,0,10x10:266
69,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,47.446142,84250,4.944614,5.820083,264,1,1,100,100,100,100,0,10x10:264
157,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,46.919769,79930,4.891977,5.767446,265,1,1,150,150,150,150,0,10x15:265
255,same_shape_global_transform,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,46.203219,74403,4.820322,5.695791,265,1,1,900,900,900,900,0,30x30:265
280,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,46.162418,90506,5.016242,5.891711,267,2,2,400,100,400,400,0,10x10:81;20x20:186
191,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,46.147961,73993,4.814796,5.690265,267,1,1,529,529,529,529,0,23x23:267
165,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,45.233087,67524,4.723309,5.598777,265,1,1,400,400,400,400,0,20x20:265
11,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,45.042158,66247,4.704216,5.579685,267,1,1,121,121,121,121,0,11x11:267
70,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,45.025691,66138,4.702569,5.578038,266,1,1,289,289,289,289,0,17x17:266
37,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,44.654183,63726,4.665418,5.540887,266,1,1,100,100,100,100,0,10x10:266
162,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,44.585688,63291,4.658569,5.534038,266,1,1,400,400,400,400,0,20x20:266
330,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,43.887698,59024,4.58877,5.464239,266,1,1,100,100,100,100,0,10x10:266
33,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,43.210818,55161,4.521082,5.396551,265,1,1,289,289,289,289,0,17x17:265
363,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,43.042627,54241,4.504263,5.379731,265,1,1,100,100,100,100,0,10x10:265
89,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,42.168909,49703,4.416891,5.29236,267,1,1,169,169,169,169,0,13x13:267
219,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,41.755054,47688,4.375505,5.250974,265,1,1,150,150,150,150,0,15x10:265
182,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,41.741625,47624,4.374162,5.249631,267,1,1,400,400,400,400,0,20x20:267
154,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,41.30163,45574,4.330163,5.205632,266,1,1,225,225,225,225,0,15x15:266
251,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,41.217791,100580,5.121779,5.997248,266,5,5,144,64,121,144,0,8x8:21;9x9:30;10x10:52;11x11:58;12x12:105
101,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,40.985846,65875,4.698585,5.574053,266,3,3,357,168,168,357,0,14x12:151;17x14:114;17x21:1
306,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,40.766223,64444,4.676622,5.552091,265,3,3,551,171,361,551,0,19x9:95;19x19:82;19x29:88
265,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,39.785325,39162,4.178533,5.054001,266,1,1,324,324,324,324,0,18x18:266
198,same_shape_global_transform,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,39.534939,103821,5.153494,6.028963,266,6,6,841,289,529,841,0,17x17:31;19x19:51;23x23:64;24x24:21;27x27:33;29x29:66
27,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,39.160789,36791,4.116079,4.991548,265,1,1,100,100,100,100,0,10x10:265
9,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,39.082457,81241,4.908246,5.783714,265,5,5,841,289,529,841,0,17x17:65;20x20:50;23x23:58;26x26:42;29x29:50
17,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,38.755298,35329,4.07553,4.950999,266,1,1,441,441,441,441,0,21x21:266
368,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,37.870996,32339,3.9871,4.862568,265,1,1,100,100,100,100,0,10x10:265
44,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,37.704491,31805,3.970449,4.845918,266,1,1,100,100,100,100,0,10x10:266
392,same_shape_global_transform,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,37.406105,30870,3.94061,4.816079,266,1,1,100,100,100,100,0,10x10:266
62,same_shape_global_transform,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,37.321197,30609,3.93212,4.807588,267,1,1,100,100,100,100,0,10x10:267
343,sparse_edit_or_object_completion,TILE_SCALE_COMPILER,False,P4_not_600_by_area_floor,36.661885,28656,3.866188,4.741657,266,1,1,75,75,75,75,0,5x15:266
75,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,36.602735,28487,3.860273,4.735742,265,1,1,117,117,117,117,0,9x13:265
240,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,36.375509,27847,3.837551,4.71302,266,1,1,361,361,361,361,0,19x19:266
270,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,36.17749,27301,3.817749,4.693218,266,1,1,225,225,225,225,0,15x15:266
203,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,35.927202,88402,4.99272,5.868189,267,7,7,324,36,144,324,0,6x6:44;8x8:38;10x10:39;12x12:32;14x14:41;16x16:42;18x18:31
156,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,35.899307,26552,3.789931,4.665399,265,1,1,100,100,100,100,0,10x10:265
228,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,35.331355,25086,3.733136,4.608604,266,1,1,100,100,100,100,0,10x10:266
333,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,35.254123,24893,3.725412,4.600881,265,1,1,100,100,100,100,0,10x10:265
390,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,35.173049,24692,3.717305,4.592774,266,1,1,225,225,225,225,0,15x15:266
163,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,34.924149,24085,3.692415,4.567884,267,1,1,121,121,121,121,0,11x11:267
175,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,34.829871,23859,3.682987,4.558456,266,1,1,441,441,441,441,0,21x21:266
169,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,34.733004,23629,3.6733,4.548769,266,1,1,100,100,100,100,0,10x10:266
287,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,34.2727,22566,3.62727,4.502739,267,1,1,256,256,256,256,0,16x16:267
349,same_shape_global_transform,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,34.123942,49480,4.412394,5.287863,267,5,5,900,100,400,900,0,10x10:60;15x15:51;20x20:59;25x25:42;30x30:55
74,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,33.938817,21825,3.593882,4.46935,267,1,1,900,900,900,900,0,30x30:267
196,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,33.840956,32242,3.984096,4.859564,266,3,3,225,81,144,225,0,9x9:95;12x12:82;15x15:89
397,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,33.572985,21041,3.557299,4.432767,266,1,1,100,100,100,100,0,10x10:266
63,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,33.361301,30732,3.93613,4.811599,266,3,3,196,100,144,196,0,10x10:87;12x12:86;14x14:93
243,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,33.285376,67878,4.728538,5.604006,265,7,7,324,144,225,324,0,12x12:46;13x13:39;14x14:38;15x15:31;16x16:42;17x17:39;18x18:30
168,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,33.265076,20403,3.526508,4.401976,265,1,1,100,100,100,100,0,10x10:265
59,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,33.257231,20387,3.525723,4.401192,266,1,1,121,121,121,121,0,11x11:266
143,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,32.782099,19441,3.47821,4.353679,266,1,1,100,100,100,100,0,10x10:266
61,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,32.50728,18914,3.450728,4.326197,267,1,1,324,324,324,324,0,18x18:267
80,same_shape_global_transform,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,32.504457,42082,4.250446,5.125914,266,5,5,961,576,729,961,0,24x24:53;26x26:41;27x27:48;29x29:89;31x31:35
341,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,32.48134,18865,3.448134,4.323603,266,1,1,100,100,100,100,0,10x10:266
217,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,31.969662,17924,3.396966,4.272435,266,1,1,81,81,81,81,0,9x9:266
281,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,31.951268,88615,4.995127,5.870596,266,9,9,169,121,143,169,0,11x11:29;11x12:27;12x11:31;11x13:30;13x11:33;12x12:20;12x13:27;13x12:41;13x13:28
288,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,31.70512,31807,3.970512,4.845981,267,4,4,81,9,25,81,0,3x3:48;5x5:87;7x7:82;9x9:50
86,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,31.63407,25857,3.763407,4.638876,266,3,3,144,100,121,144,0,10x10:96;11x11:80;12x12:90
354,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,31.444506,17007,3.344451,4.219919,266,1,1,100,100,100,100,0,10x10:266
119,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,31.226351,16640,3.322635,4.198104,266,1,1,144,144,144,144,0,12x12:266
225,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P3_large_crop_like_task365,31.157868,11078,2.915787,3.791256,265,1,1,36,36,36,36,0,6x6:265
361,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,30.782133,15917,3.278213,4.153682,266,1,1,100,100,100,100,0,10x10:266
374,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,30.671579,15742,3.267158,4.142627,267,1,1,100,100,100,100,0,10x10:267
93,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,30.489523,15458,3.248952,4.124421,265,1,1,196,196,196,196,0,14x14:265
35,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,30.427876,15363,3.242788,4.118256,266,1,1,100,100,100,100,0,10x10:266
277,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,29.930109,14617,3.193011,4.06848,266,1,1,100,100,100,100,0,10x10:266
204,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,29.604337,104544,5.160434,6.035902,268,11,11,400,100,225,400,0,10x10:30;11x11:32;12x12:29;13x13:15;14x14:28;15x15:24;16x16:23;17x17:16;18x18:24;19x19:23;20x20:24
125,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,29.073482,13417,3.107348,3.982817,265,1,1,225,225,225,225,0,15x15:265
12,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,28.476129,12639,3.047613,3.923082,265,1,1,144,144,144,144,0,12x12:265
102,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,28.450778,12607,3.045078,3.920547,267,1,1,144,144,144,144,0,12x12:267
68,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,28.43649,12589,3.043649,3.919118,266,1,1,100,100,100,100,0,10x10:266
260,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,28.344721,12474,3.034472,3.909941,266,1,1,100,100,100,100,0,10x10:266
298,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,28.154031,14948,3.215403,4.090872,267,2,2,64,36,36,64,0,6x6:137;8x8:130
342,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,28.084017,12153,3.008402,3.88387,266,1,1,100,100,100,100,0,10x10:266
250,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,28.074138,12141,3.007414,3.882883,265,1,1,100,100,100,100,0,10x10:265
362,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,27.90636,11939,2.990636,3.866105,267,1,1,100,100,100,100,0,10x10:267
41,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,27.762946,11769,2.976295,3.851763,266,1,1,100,100,100,100,0,10x10:266
378,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,27.745924,39008,4.174592,5.050061,267,7,7,144,36,81,144,0,6x6:28;7x7:35;8x8:34;9x9:41;10x10:49;11x11:45;12x12:35
345,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,27.717811,11716,2.971781,3.84725,264,1,1,100,100,100,100,0,10x10:264
78,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,27.528248,11496,2.952825,3.828294,266,1,1,100,100,100,100,0,10x10:266
190,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,27.270965,11204,2.927096,3.802565,266,1,1,100,100,100,100,0,10x10:266
266,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P2_1000_plausible,27.165149,910,0.416515,1.291984,20,1,1,15,15,15,15,0,3x5:20
94,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,26.577146,10453,2.857715,3.733183,265,1,1,225,225,225,225,0,15x15:265
117,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,26.261068,18454,3.426107,4.301576,265,4,4,225,144,169,225,0,12x12:81;13x13:56;14x14:75;15x15:53
312,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,26.113085,9979,2.811309,3.686777,265,1,1,144,144,144,144,0,12x12:265
212,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,26.103059,9969,2.810306,3.685775,265,1,1,100,100,100,100,0,10x10:265
30,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,25.955656,11998,2.995566,3.871034,266,2,2,100,50,100,100,0,5x10:121;10x10:145
137,same_shape_global_transform,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,25.940259,72472,4.794026,5.669495,266,11,11,900,400,576,900,0,20x20:28;21x21:31;22x22:29;23x23:18;24x24:28;25x25:23;26x26:23;27x27:16;28x28:25;29x29:23;30x30:22
92,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,25.4573,46289,4.34573,5.221199,265,9,9,900,100,300,900,0,10x10:27;10x20:23;20x10:36;10x30:31;30x10:32;20x20:21;20x30:29;30x20:39;30x30:27
49,crop_or_resize,CROP_SHAPE_COMPILER,True,P4_not_600_by_area_floor,25.281916,30489,3.928192,4.80366,268,104,57,84,4,10,400,268,2x2:24;2x3:20;3x2:25;2x4:16;4x2:14;3x3:15;2x5:9;5x2:14;2x6:5;3x4:9;4x3:6;6x2:9;2x7:3;7x2:3;3x5:8;5x3:6;2x8:1;4x4:4;8x2:5;2x9:1;3x6:1;6x3:3;9x2:3;2x10:2;4x5:4;5x4:4;10x2:1;3x7:4;7x3:3;2x11:1;4x6:2;6x4:1;8x3:5;5x5:1;3x9:5;9x3:2;2x14:1;4x7:2;7x4:4;5x6:1;6x5:1;10x3:2;8x4:1;11x3:2;7x5:1;4x9:1;4x10:1;5x8:2;7x6:2;4x11:1;5x9:1;6x8:1;10x5:1;6x9:1;4x15:1;7x10:1;7x12:1
28,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,25.069385,8990,2.706938,3.582407,265,1,1,100,100,100,100,0,10x10:265
314,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,24.618899,8594,2.66189,3.537359,266,1,1,64,64,64,64,0,8x8:266
42,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,24.530072,8518,2.653007,3.528476,266,1,1,100,100,100,100,0,10x10:266
197,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,24.365148,50688,4.436515,5.311984,267,10,10,140,48,96,140,0,6x8:30;6x10:22;8x8:21;8x10:24;10x8:36;12x8:26;10x10:23;14x8:28;12x10:25;14x10:32
200,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,24.278038,8306,2.627804,3.503273,84,1,1,100,100,100,100,0,10x10:84
268,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,24.193061,22387,3.619306,4.494775,266,6,6,100,25,49,100,0,5x5:40;6x6:45;7x7:49;8x8:38;9x9:45;10x10:49
254,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,23.84752,7956,2.584752,3.460221,265,1,1,81,81,81,81,0,9x9:265
23,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,23.757574,21433,3.575757,4.451226,266,6,6,99,72,81,99,0,8x9:46;8x10:47;9x9:52;8x11:41;9x10:36;9x11:44
40,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,23.736295,7868,2.57363,3.449098,266,1,1,100,100,100,100,0,10x10:266
302,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,23.644364,7796,2.564436,3.439905,266,1,1,144,144,144,144,0,12x12:266
369,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,23.558051,7729,2.555805,3.431274,265,1,1,100,100,100,100,0,10x10:265
45,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,23.160823,7428,2.516082,3.391551,265,1,1,100,100,100,100,0,10x10:265
76,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,22.994427,36184,4.099443,4.974911,266,9,9,225,169,195,225,0,13x13:30;13x14:22;14x13:35;13x15:31;15x13:31;14x14:20;14x15:30;15x14:37;15x15:30
7,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,22.947195,7271,2.494719,3.370188,266,1,1,49,49,49,49,0,7x7:266
43,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,22.735929,7119,2.473593,3.349062,266,1,1,100,100,100,100,0,10x10:266
88,crop_or_resize,CROP_SHAPE_COMPILER,True,P4_not_600_by_area_floor,21.980744,72766,4.798074,5.673543,267,158,63,100,9,36,528,267,3x3:4;3x4:2;4x3:8;3x5:9;5x3:3;4x4:8;3x6:3;6x3:6;4x5:3;5x4:2;3x7:3;7x3:6;3x8:3;4x6:6;6x4:5;8x3:3;5x5:3;3x9:3;9x3:3;4x7:8;7x4:6;3x10:2;6x5:2;10x3:5;4x8:4;8x4:9;5x7:4;7x5:5;4x9:4;6x6:3;9x4:4;4x10:2;5x8:6;8x5:7;10x4:8;6x7:3;7x6:4;5x9:4;9x5:4;6x8:5;8x6:1;7x7:3;5x10:1;10x5:2;6x9:4;9x6:3;7x8:3;8x7:8;6x10:7;10x6:2;7x9:2;9x7:7;8x8:4;7x10:3;10x7:6;8x9:7;9x8:3;8x10:2;10x8:4;9x9:4;9x10:2;10x9:1;10x10:6
328,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,21.311124,68053,4.731112,5.606581,267,13,13,324,36,144,324,0,6x6:22;7x7:27;8x8:27;9x9:13;10x10:22;11x11:18;12x12:21;13x13:14;14x14:19;15x15:20;16x16:18;17x17:25;18x18:21
336,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,21.085672,6036,2.308567,3.184036,31,1,1,100,100,100,100,0,10x10:31
273,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,20.920296,5937,2.29203,3.167498,266,1,1,100,100,100,100,0,10x10:266
2,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,20.885527,97293,5.088553,5.964021,268,15,15,400,36,324,400,0,6x6:3;7x7:5;8x8:3;9x9:4;10x10:9;11x11:6;12x12:5;13x13:9;14x14:10;15x15:20;16x16:21;17x17:19;18x18:39;19x19:40;20x20:75
389,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P2_1000_plausible,20.516263,1898,1.151626,2.027095,266,3,3,25,9,16,25,0,3x3:91;4x4:81;5x5:94
329,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,20.390785,10260,2.839078,3.714547,266,4,4,81,9,25,81,0,3x3:80;5x5:59;7x7:74;9x9:53
60,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,20.301936,5581,2.230194,3.105662,265,1,1,55,55,55,55,0,5x11:265
226,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,20.262439,5559,2.226244,3.101713,133,1,1,100,100,100,100,0,10x10:133
77,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,19.728699,157913,5.57287,6.448339,266,18,18,420,210,306,420,0,15x14:17;15x15:19;15x16:18;16x15:16;16x16:14;16x17:12;17x16:10;17x17:17;17x18:21;18x17:11;18x18:13;18x19:11;19x18:13;19x19:15;19x20:13;20x19:19;20x20:18;20x21:9
10,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,19.234584,5016,2.123458,2.998927,265,1,1,81,81,81,81,0,9x9:265
356,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,19.206635,5002,2.120663,2.996132,266,1,1,100,100,100,100,0,10x10:266
131,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,19.074378,44550,4.307438,5.182907,266,12,12,90,64,80,90,0,4x16:23;16x4:20;4x17:24;17x4:19;4x18:25;18x4:19;5x16:27;16x5:24;5x17:18;17x5:22;5x18:19;18x5:26
99,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,19.020996,4910,2.1021,2.977568,265,1,1,100,100,100,100,0,10x10:265
